movieId,avg_rating,vote_count,title,genres,category
3785,2.92,50,Scary Movie (2000),Comedy|Horror,Overhyped (Low Qual/High Pop)
849,2.9204545454545454,44,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
1690,2.922222222222222,45,Alien: Resurrection (1997),Action|Horror|Sci-Fi,Overhyped (Low Qual/High Pop)
485,2.9339622641509435,53,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,Overhyped (Low Qual/High Pop)
2002,2.9347826086956523,46,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,Overhyped (Low Qual/High Pop)
1597,2.941860465116279,43,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,Overhyped (Low Qual/High Pop)
5459,2.959016393442623,61,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,Overhyped (Low Qual/High Pop)
4310,2.9651162790697674,43,Pearl Harbor (2001),Action|Drama|Romance|War,Overhyped (Low Qual/High Pop)
2605,2.988372093023256,43,Entrapment (1999),Crime|Thriller,Overhyped (Low Qual/High Pop)
586,2.9956896551724137,116,Home Alone (1990),Children|Comedy,Overhyped (Low Qual/High Pop)
2717,3,47,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,Overhyped (Low Qual/High Pop)
30793,3,61,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,Overhyped (Low Qual/High Pop)
52722,3,44,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,Overhyped (Low Qual/High Pop)
2641,3.020408163265306,49,Superman II (1980),Action|Sci-Fi,Overhyped (Low Qual/High Pop)
95,3.0238095238095237,84,Broken Arrow (1996),Action|Adventure|Thriller,Overhyped (Low Qual/High Pop)
1377,3.025,60,Batman Returns (1992),Action|Crime,Overhyped (Low Qual/High Pop)
1485,3.0337837837837838,74,Liar Liar (1997),Comedy,Overhyped (Low Qual/High Pop)
1552,3.0338983050847457,59,Con Air (1997),Action|Adventure|Thriller,Overhyped (Low Qual/High Pop)
434,3.0346534653465347,101,Cliffhanger (1993),Action|Adventure|Thriller,Overhyped (Low Qual/High Pop)
185,3.0401785714285716,112,"Net, The (1995)",Action|Crime|Thriller,Overhyped (Low Qual/High Pop)
344,3.040372670807453,161,Ace Ventura: Pet Detective (1994),Comedy,Overhyped (Low Qual/High Pop)
1371,3.0444444444444443,45,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,Overhyped (Low Qual/High Pop)
3863,3.0444444444444443,45,"Cell, The (2000)",Drama|Horror|Thriller,Overhyped (Low Qual/High Pop)
6537,3.0444444444444443,45,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,Overhyped (Low Qual/High Pop)
8361,3.05,50,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
1917,3.054347826086956,92,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
4025,3.0546875,64,Miss Congeniality (2000),Comedy|Crime,Overhyped (Low Qual/High Pop)
231,3.060150375939849,133,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,Overhyped (Low Qual/High Pop)
370,3.060344827586207,58,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,Overhyped (Low Qual/High Pop)
1722,3.066666666666667,45,Tomorrow Never Dies (1997),Action|Adventure|Thriller,Overhyped (Low Qual/High Pop)
4369,3.066666666666667,45,"Fast and the Furious, The (2001)",Action|Crime|Thriller,Overhyped (Low Qual/High Pop)
4718,3.066666666666667,45,American Pie 2 (2001),Comedy,Overhyped (Low Qual/High Pop)
1876,3.0697674418604652,43,Deep Impact (1998),Drama|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
5,3.0714285714285716,49,Father of the Bride Part II (1995),Comedy,Overhyped (Low Qual/High Pop)
1367,3.074468085106383,47,101 Dalmatians (1996),Adventure|Children|Comedy,Overhyped (Low Qual/High Pop)
168,3.083333333333333,54,First Knight (1995),Action|Drama|Romance,Overhyped (Low Qual/High Pop)
3617,3.085365853658536,41,Road Trip (2000),Comedy,Overhyped (Low Qual/High Pop)
3752,3.0869565217391304,46,"Me, Myself & Irene (2000)",Adventure|Comedy,Overhyped (Low Qual/High Pop)
4270,3.088888888888889,45,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,Overhyped (Low Qual/High Pop)
653,3.0923076923076924,65,Dragonheart (1996),Action|Adventure|Fantasy,Overhyped (Low Qual/High Pop)
442,3.0925925925925926,81,Demolition Man (1993),Action|Adventure|Sci-Fi,Overhyped (Low Qual/High Pop)
1391,3.0930232558139537,86,Mars Attacks! (1996),Action|Comedy|Sci-Fi,Overhyped (Low Qual/High Pop)
2539,3.095744680851064,47,Analyze This (1999),Comedy,Overhyped (Low Qual/High Pop)
2006,3.1,60,"Mask of Zorro, The (1998)",Action|Comedy|Romance,Overhyped (Low Qual/High Pop)
410,3.1011904761904763,84,Addams Family Values (1993),Children|Comedy|Fantasy,Overhyped (Low Qual/High Pop)
2628,3.107142857142857,140,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,Overhyped (Low Qual/High Pop)
786,3.109375,64,Eraser (1996),Action|Drama|Thriller,Overhyped (Low Qual/High Pop)
2100,3.1176470588235294,51,Splash (1984),Comedy|Fantasy|Romance,Overhyped (Low Qual/High Pop)
2424,3.12,50,You've Got Mail (1998),Comedy|Romance,Overhyped (Low Qual/High Pop)
2617,3.1206896551724137,87,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,Overhyped (Low Qual/High Pop)
45447,3.122448979591837,49,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,Overhyped (Low Qual/High Pop)
520,3.130434782608696,69,Robin Hood: Men in Tights (1993),Comedy,Overhyped (Low Qual/High Pop)
4018,3.138888888888889,54,What Women Want (2000),Comedy|Romance,Overhyped (Low Qual/High Pop)
1380,3.139705882352941,68,Grease (1978),Comedy|Musical|Romance,Overhyped (Low Qual/High Pop)
48,3.1470588235294117,68,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Overhyped (Low Qual/High Pop)
1320,3.148936170212766,47,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
34048,3.15,50,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
3624,3.1511627906976742,43,Shanghai Noon (2000),Action|Adventure|Comedy|Western,Overhyped (Low Qual/High Pop)
6934,3.151898734177215,79,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,Overhyped (Low Qual/High Pop)
4447,3.15625,64,Legally Blonde (2001),Comedy|Romance,Overhyped (Low Qual/High Pop)
5378,3.157608695652174,92,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,Overhyped (Low Qual/High Pop)
5502,3.1666666666666665,63,Signs (2002),Horror|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
31685,3.1666666666666665,45,Hitch (2005),Comedy|Romance,Overhyped (Low Qual/High Pop)
3755,3.1704545454545454,44,"Perfect Storm, The (2000)",Drama|Thriller,Overhyped (Low Qual/High Pop)
852,3.174418604651163,43,Tin Cup (1996),Comedy|Drama|Romance,Overhyped (Low Qual/High Pop)
2470,3.175438596491228,57,Crocodile Dundee (1986),Adventure|Comedy,Overhyped (Low Qual/High Pop)
2001,3.1808510638297873,47,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,Overhyped (Low Qual/High Pop)
367,3.1847133757961785,157,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,Overhyped (Low Qual/High Pop)
7,3.185185185185185,54,Sabrina (1995),Comedy|Romance,Overhyped (Low Qual/High Pop)
1092,3.1914893617021276,47,Basic Instinct (1992),Crime|Mystery|Thriller,Overhyped (Low Qual/High Pop)
2694,3.1979166666666665,48,Big Daddy (1999),Comedy,Overhyped (Low Qual/High Pop)
2683,3.1983471074380168,121,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,Overhyped (Low Qual/High Pop)
1407,3.2,70,Scream (1996),Comedy|Horror|Mystery|Thriller,Overhyped (Low Qual/High Pop)
5679,3.202127659574468,47,"Ring, The (2002)",Horror|Mystery|Thriller,Overhyped (Low Qual/High Pop)
317,3.2037037037037037,81,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,Overhyped (Low Qual/High Pop)
3717,3.221311475409836,61,Gone in 60 Seconds (2000),Action|Crime,Overhyped (Low Qual/High Pop)
2541,3.225,40,Cruel Intentions (1999),Drama,Overhyped (Low Qual/High Pop)
288,3.233695652173913,92,Natural Born Killers (1994),Action|Crime|Thriller,Overhyped (Low Qual/High Pop)
2294,3.2444444444444445,45,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,Overhyped (Low Qual/High Pop)
145,3.2450980392156863,51,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,Overhyped (Low Qual/High Pop)
376,3.25,40,"River Wild, The (1994)",Action|Thriller,Overhyped (Low Qual/High Pop)
3,3.2596153846153846,52,Grumpier Old Men (1995),Comedy|Romance,Overhyped (Low Qual/High Pop)
1375,3.261904761904762,42,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,Overhyped (Low Qual/High Pop)
2273,3.261904761904762,42,Rush Hour (1998),Action|Comedy|Crime|Thriller,Overhyped (Low Qual/High Pop)
552,3.262295081967213,61,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,Overhyped (Low Qual/High Pop)
2302,3.26271186440678,59,My Cousin Vinny (1992),Comedy,Overhyped (Low Qual/High Pop)
5299,3.2666666666666666,60,My Big Fat Greek Wedding (2002),Comedy|Romance,Overhyped (Low Qual/High Pop)
2407,3.2674418604651163,43,Cocoon (1985),Comedy|Sci-Fi,Overhyped (Low Qual/High Pop)
1042,3.2738095238095237,42,That Thing You Do! (1996),Comedy|Drama,Overhyped (Low Qual/High Pop)
33679,3.2796610169491527,59,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,Overhyped (Low Qual/High Pop)
8984,3.2906976744186047,43,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,Overhyped (Low Qual/High Pop)
5810,3.292682926829268,41,8 Mile (2002),Drama,Overhyped (Low Qual/High Pop)
39,3.293269230769231,104,Clueless (1995),Comedy|Romance,Overhyped (Low Qual/High Pop)
6218,3.3,40,Bend It Like Beckham (2002),Comedy|Drama|Romance,Overhyped (Low Qual/High Pop)
1101,3.3012048192771086,83,Top Gun (1986),Action|Romance,Overhyped (Low Qual/High Pop)
6373,3.316901408450704,71,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,Overhyped (Low Qual/High Pop)
543,3.317073170731707,41,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,Overhyped (Low Qual/High Pop)
8529,3.3191489361702127,47,"Terminal, The (2004)",Comedy|Drama|Romance,Overhyped (Low Qual/High Pop)
736,3.321138211382114,123,Twister (1996),Action|Adventure|Romance|Thriller,Overhyped (Low Qual/High Pop)
216,3.326530612244898,49,Billy Madison (1995),Comedy,Overhyped (Low Qual/High Pop)
783,3.329787234042553,47,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,Overhyped (Low Qual/High Pop)
1676,3.33125,80,Starship Troopers (1997),Action|Sci-Fi,Overhyped (Low Qual/High Pop)
3176,3.336734693877551,49,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,Overhyped (Low Qual/High Pop)
802,3.3369565217391304,46,Phenomenon (1996),Drama|Romance,Overhyped (Low Qual/High Pop)
282,3.3375,40,Nell (1994),Drama,Overhyped (Low Qual/High Pop)
2193,3.3375,40,Willow (1988),Action|Adventure|Fantasy,Overhyped (Low Qual/High Pop)
4370,3.3392857142857144,56,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,Overhyped (Low Qual/High Pop)
2105,3.34,50,Tron (1982),Action|Adventure|Sci-Fi,Overhyped (Low Qual/High Pop)
2657,3.3412698412698414,63,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,Overhyped (Low Qual/High Pop)
4299,3.341463414634146,41,"Knight's Tale, A (2001)",Action|Comedy|Romance,Overhyped (Low Qual/High Pop)
1608,3.3448275862068964,58,Air Force One (1997),Action|Thriller,Overhyped (Low Qual/High Pop)
1372,3.3452380952380953,42,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,Overhyped (Low Qual/High Pop)
48385,3.346153846153846,65,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,Overhyped (Low Qual/High Pop)
6365,3.354166666666667,96,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,Overhyped (Low Qual/High Pop)
2023,3.3555555555555556,45,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,Overhyped (Low Qual/High Pop)
45499,3.355769230769231,52,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
3489,3.358490566037736,53,Hook (1991),Adventure|Comedy|Fantasy,Overhyped (Low Qual/High Pop)
2167,3.3620689655172415,58,Blade (1998),Action|Horror|Thriller,Overhyped (Low Qual/High Pop)
785,3.369047619047619,42,Kingpin (1996),Comedy,Overhyped (Low Qual/High Pop)
1088,3.369047619047619,42,Dirty Dancing (1987),Drama|Musical|Romance,Overhyped (Low Qual/High Pop)
2012,3.3693181818181817,88,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,Overhyped (Low Qual/High Pop)
1573,3.3701298701298703,77,Face/Off (1997),Action|Crime|Drama|Thriller,Overhyped (Low Qual/High Pop)
2985,3.3714285714285714,70,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
316,3.375,140,Stargate (1994),Action|Adventure|Sci-Fi,Overhyped (Low Qual/High Pop)
1032,3.375,40,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,Overhyped (Low Qual/High Pop)
33615,3.375,40,Madagascar (2005),Adventure|Animation|Children|Comedy,Overhyped (Low Qual/High Pop)
494,3.3780487804878048,41,Executive Decision (1996),Action|Adventure|Thriller,Overhyped (Low Qual/High Pop)
2003,3.3780487804878048,41,Gremlins (1984),Comedy|Horror,Overhyped (Low Qual/High Pop)
7373,3.3780487804878048,41,Hellboy (2004),Action|Adventure|Fantasy|Horror,Overhyped (Low Qual/High Pop)
45517,3.3780487804878048,41,Cars (2006),Animation|Children|Comedy,Overhyped (Low Qual/High Pop)
2706,3.378640776699029,103,American Pie (1999),Comedy|Romance,Overhyped (Low Qual/High Pop)
2455,3.383720930232558,43,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
350,3.3859649122807016,57,"Client, The (1994)",Drama|Mystery|Thriller,Overhyped (Low Qual/High Pop)
708,3.387931034482759,58,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,Overhyped (Low Qual/High Pop)
500,3.388888888888889,144,Mrs. Doubtfire (1993),Comedy|Drama,Overhyped (Low Qual/High Pop)
329,3.393518518518518,108,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,Overhyped (Low Qual/High Pop)
266,3.3970588235294117,68,Legends of the Fall (1994),Drama|Romance|War|Western,Overhyped (Low Qual/High Pop)
2080,3.4,55,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,Overhyped (Low Qual/High Pop)
41569,3.4,40,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,Overhyped (Low Qual/High Pop)
6863,3.4015151515151514,66,School of Rock (2003),Comedy|Musical,Overhyped (Low Qual/High Pop)
4085,3.402173913043478,46,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,Overhyped (Low Qual/High Pop)
1370,3.4044117647058822,68,Die Hard 2 (1990),Action|Adventure|Thriller,Overhyped (Low Qual/High Pop)
3868,3.4047619047619047,42,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,Overhyped (Low Qual/High Pop)
616,3.411111111111111,45,"Aristocats, The (1970)",Animation|Children,Overhyped (Low Qual/High Pop)
1645,3.411764705882353,51,The Devil's Advocate (1997),Drama|Mystery|Thriller,Overhyped (Low Qual/High Pop)
1721,3.414285714285714,140,Titanic (1997),Drama|Romance,Overhyped (Low Qual/High Pop)
3948,3.4175824175824174,91,Meet the Parents (2000),Comedy,Overhyped (Low Qual/High Pop)
1777,3.419642857142857,56,"Wedding Singer, The (1998)",Comedy|Romance,Overhyped (Low Qual/High Pop)
4975,3.4204545454545454,44,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
33004,3.4204545454545454,44,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi,Overhyped (Low Qual/High Pop)
2490,3.422222222222222,45,Payback (1999),Action|Thriller,Overhyped (Low Qual/High Pop)
2081,3.425373134328358,67,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,Overhyped (Low Qual/High Pop)
1994,3.425531914893617,47,Poltergeist (1982),Horror|Thriller,Overhyped (Low Qual/High Pop)
292,3.4257425742574257,101,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
7458,3.4270833333333335,48,Troy (2004),Action|Adventure|Drama|War,Overhyped (Low Qual/High Pop)
592,3.4285714285714284,189,Batman (1989),Action|Crime|Thriller,Overhyped (Low Qual/High Pop)
33493,3.4294871794871797,78,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,Overhyped (Low Qual/High Pop)
2,3.4318181818181817,110,Jumanji (1995),Adventure|Children|Fantasy,Overhyped (Low Qual/High Pop)
2085,3.4318181818181817,44,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,Overhyped (Low Qual/High Pop)
587,3.4347826086956523,115,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,Overhyped (Low Qual/High Pop)
91500,3.435185185185185,54,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
53125,3.4375,56,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,Overhyped (Low Qual/High Pop)
104,3.4393939393939394,99,Happy Gilmore (1996),Comedy,Overhyped (Low Qual/High Pop)
1094,3.4404761904761907,42,"Crying Game, The (1992)",Drama|Romance|Thriller,Overhyped (Low Qual/High Pop)
1909,3.4404761904761907,42,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
2915,3.4404761904761907,42,Risky Business (1983),Comedy,Overhyped (Low Qual/High Pop)
41566,3.443548387096774,62,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,Overhyped (Low Qual/High Pop)
59784,3.4444444444444446,54,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,Overhyped (Low Qual/High Pop)
780,3.445544554455446,202,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
3753,3.4485294117647056,68,"Patriot, The (2000)",Action|Drama|War,Overhyped (Low Qual/High Pop)
661,3.4489795918367347,49,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,Overhyped (Low Qual/High Pop)
596,3.45,60,Pinocchio (1940),Animation|Children|Fantasy|Musical,Overhyped (Low Qual/High Pop)
252,3.453488372093023,43,I.Q. (1994),Comedy|Romance,Overhyped (Low Qual/High Pop)
2406,3.4537037037037037,54,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,Overhyped (Low Qual/High Pop)
2671,3.455357142857143,56,Notting Hill (1999),Comedy|Romance,Overhyped (Low Qual/High Pop)
253,3.458715596330275,109,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,Overhyped (Low Qual/High Pop)
2712,3.4622641509433962,53,Eyes Wide Shut (1999),Drama|Mystery|Thriller,Overhyped (Low Qual/High Pop)
3418,3.4634146341463414,41,Thelma & Louise (1991),Adventure|Crime|Drama,Overhyped (Low Qual/High Pop)
3255,3.466666666666667,45,"League of Their Own, A (1992)",Comedy|Drama,Overhyped (Low Qual/High Pop)
339,3.4693877551020407,98,While You Were Sleeping (1995),Comedy|Romance,Overhyped (Low Qual/High Pop)
539,3.4716981132075473,106,Sleepless in Seattle (1993),Comedy|Drama|Romance,Overhyped (Low Qual/High Pop)
2174,3.4725274725274726,91,Beetlejuice (1988),Comedy|Fantasy,Overhyped (Low Qual/High Pop)
3253,3.475409836065574,61,Wayne's World (1992),Comedy,Overhyped (Low Qual/High Pop)
1127,3.475806451612903,62,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
3081,3.475806451612903,62,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,Overhyped (Low Qual/High Pop)
3210,3.4761904761904763,42,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,Overhyped (Low Qual/High Pop)
1376,3.4767441860465116,43,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,Overhyped (Low Qual/High Pop)
236,3.477777777777778,45,French Kiss (1995),Action|Comedy|Romance,Overhyped (Low Qual/High Pop)
1396,3.4782608695652173,46,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,Overhyped (Low Qual/High Pop)
3994,3.4794520547945207,73,Unbreakable (2000),Drama|Sci-Fi,Overhyped (Low Qual/High Pop)
3033,3.483050847457627,59,Spaceballs (1987),Comedy|Sci-Fi,Overhyped (Low Qual/High Pop)
2321,3.4836065573770494,61,Pleasantville (1998),Comedy|Drama|Fantasy,Overhyped (Low Qual/High Pop)
56174,3.4838709677419355,62,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,Overhyped (Low Qual/High Pop)
597,3.4851851851851854,135,Pretty Woman (1990),Comedy|Romance,Overhyped (Low Qual/High Pop)
1580,3.487878787878788,165,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,Overhyped (Low Qual/High Pop)
1022,3.488095238095238,42,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,Overhyped (Low Qual/High Pop)
91658,3.488095238095238,42,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller,Overhyped (Low Qual/High Pop)
8644,3.4918032786885247,61,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,Overhyped (Low Qual/High Pop)
2353,3.4925373134328357,67,Enemy of the State (1998),Action|Thriller,Overhyped (Low Qual/High Pop)
141,3.494186046511628,86,"Birdcage, The (1996)",Comedy,Overhyped (Low Qual/High Pop)
21,3.49438202247191,89,Get Shorty (1995),Comedy|Crime|Thriller,Overhyped (Low Qual/High Pop)
10,3.496212121212121,132,GoldenEye (1995),Action|Adventure|Thriller,Overhyped (Low Qual/High Pop)
380,3.497191011235955,178,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,Overhyped (Low Qual/High Pop)
368,3.5,74,Maverick (1994),Adventure|Comedy|Western,Overhyped (Low Qual/High Pop)
1569,3.5,40,My Best Friend's Wedding (1997),Comedy|Romance,Overhyped (Low Qual/High Pop)
2011,3.5057471264367814,87,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,Overhyped (Low Qual/High Pop)
45722,3.5069444444444446,72,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,Overhyped (Low Qual/High Pop)
34162,3.5086206896551726,58,Wedding Crashers (2005),Comedy|Romance,Overhyped (Low Qual/High Pop)
70,3.5090909090909093,55,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,Overhyped (Low Qual/High Pop)
4816,3.509259259259259,54,Zoolander (2001),Comedy,Overhyped (Low Qual/High Pop)
8464,3.51,50,Super Size Me (2004),Comedy|Documentary|Drama,Overhyped (Low Qual/High Pop)
